t,x1_sindy,x2_sindy,x1_gpsindy,x2_gpsindy,x1_nn,x2_nn
28.8,0.6081281727802985,0.1633835978205627,0.6327525771670791,0.1603104911800867,1.7752999587257732,0.7164201770423615
28.9,0.670566820317882,0.15115893281817536,0.6977886301305444,0.14846652936635757,1.9205332696441173,0.7531197050412041
29.0,0.7397428911635238,0.14022307933731037,0.7698386080994462,0.13788205570403156,2.072652404666638,0.8000819788942701
29.1,0.8163775426600764,0.1304629168347829,0.8496527952203438,0.12844762303548043,2.2299795586731834,0.8585086668752688
29.2,0.9012687484102556,0.12177842897480892,0.9380612735507273,0.1200667545528131,2.390070244281296,0.9297007701774866
29.3,0.9952992559693531,0.11408183418505807,1.0359821614357576,0.11265512697006107,2.549555874302654,1.0149948270461022
29.4,1.099445315661411,0.10729689948752916,1.144430641138692,0.10613994534145185,2.704014715359434,1.1156763257280125
29.5,1.2147862355769472,0.10135844844881711,1.264528828710117,0.10045952346723144,2.8479161840065936,1.2328780161891437
29.6,1.3425148142330405,0.09621208256132188,1.3975165337711934,0.09556309353373063,2.974698504929943,1.3674758377314515
29.7,1.4839486947429181,0.09181414664278609,1.5447629467021287,0.09141088164919393,3.0770461976316414,1.5199937021204277
29.8,1.6405426706503163,0.08813198419842645,1.7077792732858308,0.08797450377602747,3.147422204673975,1.6905165836109703
29.9,1.813901950874744,0.08514455000991908,1.8882323086265227,0.0852377614730782,3.1788716817931753,1.8785912215184033
30.0,2.0057963550786666,0.08284347731481231,2.0879588978667902,0.08319795222879706,3.1660479070232785,2.083074142021076
